Year,Units,Type of harassment,Age group,Sex,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Value
2024,Percentage,Sexual harassment,18 to under 21 years,Male,,,,0.0109
2010,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0108
2011,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0119
2012,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0126
2013,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0123
2014,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0126
2015,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0126
2016,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0136
2017,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0129
2018,Percentage,Sexual harassment,21 to under 60 years,,,,,0.014
2019,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0132
2020,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0153
2021,Percentage,Sexual harassment,21 to under 60 years,,|,,,0.0148
2022,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0156
2023,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0166
2024,Percentage,Sexual harassment,21 to under 60 years,,,,,0.0175
2010,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0192
2011,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0208
2012,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0224
2013,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0218
2014,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0223
2015,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0222
2016,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0239
2017,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0226
2018,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0245
2019,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0224
2020,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0263
2021,Percentage,Sexual harassment,21 to under 60 years,Female,|,,,0.0253
2022,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0264
2023,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0278
2024,Percentage,Sexual harassment,21 to under 60 years,Female,,,,0.0289
2010,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0027
2011,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.003
2012,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0029
2013,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0028
2014,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0032
2015,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0032
2016,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0036
2017,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0035
2018,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0038
2019,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0042
2020,Percentage,Sexual harassment,21 to under 60 years,Male,0,,,0.0046
2021,Percentage,Sexual harassment,21 to under 60 years,Male,|,0,,0.0048
2022,Percentage,Sexual harassment,21 to under 60 years,Male,,,,0.0051
2023,Percentage,Sexual harassment,21 to under 60 years,Male,,,,0.0058
2024,Percentage,Sexual harassment,21 to under 60 years,Male,,,,0.0064
2010,Percentage,Sexual harassment,60 years and older,,0,,,0.0031
2011,Percentage,Sexual harassment,60 years and older,,0,,,0.0033
2012,Percentage,Sexual harassment,60 years and older,,0,,,0.0033
2013,Percentage,Sexual harassment,60 years and older,,0,,,0.0034
2014,Percentage,Sexual harassment,60 years and older,,0,,,0.0032
2015,Percentage,Sexual harassment,60 years and older,,0,,,0.0034
2016,Percentage,Sexual harassment,60 years and older,,0,,,0.0035
2017,Percentage,Sexual harassment,60 years and older,,0,,,0.0033
2018,Percentage,Sexual harassment,60 years and older,,0,,,0.0035
2019,Percentage,Sexual harassment,60 years and older,,0,,,0.0032
2020,Percentage,Sexual harassment,60 years and older,,0,,,0.0034
2021,Percentage,Sexual harassment,60 years and older,,|,0,,0.0033
2022,Percentage,Sexual harassment,60 years and older,,0,,,0.0032
2023,Percentage,Sexual harassment,60 years and older,,0,,,0.0037
2024,Percentage,Sexual harassment,60 years and older,,0,,,0.0036
2010,Percentage,Sexual harassment,60 years and older,Female,0,,,0.005
2011,Percentage,Sexual harassment,60 years and older,Female,,,,0.0052
2012,Percentage,Sexual harassment,60 years and older,Female,,,,0.0052
2013,Percentage,Sexual harassment,60 years and older,Female,,,,0.0055
2014,Percentage,Sexual harassment,60 years and older,Female,,,,0.0052
2015,Percentage,Sexual harassment,60 years and older,Female,,,,0.0054
2016,Percentage,Sexual harassment,60 years and older,Female,,,,0.0056
2017,Percentage,Sexual harassment,60 years and older,Female,,,,0.0052
2018,Percentage,Sexual harassment,60 years and older,Female,,,,0.0054
2019,Percentage,Sexual harassment,60 years and older,Female,,,,0.0051
2020,Percentage,Sexual harassment,60 years and older,Female,,,,0.0052
2021,Percentage,Sexual harassment,60 years and older,Female,|,,,0.0052
2022,Percentage,Sexual harassment,60 years and older,Female,,,,0.005
2023,Percentage,Sexual harassment,60 years and older,Female,,,,0.0055
2024,Percentage,Sexual harassment,60 years and older,Female,,,,0.0054
2010,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0008
2011,Percentage,Sexual harassment,60 years and older,Male,0,,,0.001
2012,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0008
2013,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0007
2014,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0008
2015,Percentage,Sexual harassment,60 years and older,Male,0,,,0.001
2016,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0008
2017,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0009
2018,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0012
2019,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0007
2020,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0011
2021,Percentage,Sexual harassment,60 years and older,Male,|,0,,0.0009
2022,Percentage,Sexual harassment,60 years and older,Male,0,,,0.001
2023,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0015
2024,Percentage,Sexual harassment,60 years and older,Male,0,,,0.0015
